GAB	kxp3
GRANDILOQUENTLY	krxxn0 dil0 loo0 khwen3 lii2
GRANDIN	krxxn0 din2
GRANDINGER	krxxn0 din0 ngqq2
GRANDIOSE	krxxn0 dii0 @@s3
GRANDIOSENESS	krxxn0 dii0 @@s3 nees1
GRANDIOSITIES	krxxn0 di1 @@s3 si3 tii2
GRANDIOSITY	krxxn0 di1 @@s3 si3 tii2
GRANDIS	krxxn0 dis1
GRANDISON	krxxn0 dii0 san2
GRANDISONANT	krxxn0 dii0 soo0 nxn3
GRANDISSON	krxxn0 dis3 san2
GRANDITS	krxxn0 det1
GRANDKIDS	krxxn0 khit3
GRANDLADY	krxxn0 lee0 dii2
GRANDLY	krxxn0 lii2
GRANDMA	krxxn0 maa0
GRANDMAMA	krxxn0 maa0 maa2
GRANDMAMAS	krxxn0 maa0 maas2
GRANDMAMMA	krxxn0 maam0 maa2
GRANDMAN	krxxn0 mxxn0
GRANDMAS	krxxn0 maas2
GRANDMASTER	krxxn0 maas3 tqq2
GRANDMASTERS	krxxn0 maas3 tqq2
GRANDMATERNAL	krxxn0 met3 thqq0 nal0
GRANDMET	krxxn0 met3
GRANDMOTHER	krxxn0 maa0 tqq2
GRANDMOTHERHOOD	krxxn0 maa0 tqq2 huut3
GRANDMOTHERING	krxxn0 maa0 tqq0 ring2
GRANDMOTHERING	krxxn0 maa0 tqq0 ring2
GRANDMOTHERISM	krxxn0 maa0 tqq2 ris3 svm2
GRANDMOTHERLINESS	krxxn0 maa0 tqq2 li3 nees1
GRANDMOTHERLY	krxxn0 maa0 tqq0 lii2
GRANDMOTHERS	krxxn0 maa0 tqq2
GRANDNEPHEW	krxxn0 nef3 fiw2
GRANDNEPHEWS	krxxn0 nef3 fiw2
GRANDNESS	krxxn0 nees1
GRANDNIECE	krxxn0 niis3
GRANDNIECES	krxxn0 niis3 ses1
GRANDPA	krxxn0 phaa0
GRANDPAPA	krxxn0 phaa0 phaa2
GRANDPARENT	krxxn0 phxx0 ren3
GRANDPARENTAGE	krxxn0 phxx0 ren3 theec1
GRANDPARENTHOOD	krxxn0 phxx0 ren3 huut3
GRANDPARENTING	krxxn0 phxx0 ren3 ting2
GRANDPARENTLY	krxxn0 phxx0 ren3 lii2
GRANDPARENTS	krxxn0 phxx0 ren3
GRANDPAS	krxxn0 phaas2
GRANDQUIST	krxxn0 khwis3
GRANDRIDGE	krxxn0 dric1
GRANDS	krxxn0
GRANDSIR	krxxn0 sqq2
GRANDSIRE	krxxn0 saaj0 qq2
GRANDSIRES	krxxn0 saaj0 qq2
GRANDSIRS	krxxn0 sqq2
GRANDSON	krxxn0 san0
GRANDSONS	krxxn0 san0
GRANDSONSHIP	krxxn0 san0 chip3
GRANDSTADT	krxxn0 sa1 txt1
GRANDSTAFF	krxxn0 sa1 taaf3 
GRANDSTAND	krxxn0 sa1 txxn0
GRANDSTANDED	krxxn0 sa1 txxn0
GRANDSTANDER	krxxn0 sa1 txxn0 dqq2
GRANDSTANDERS	krxxn0 sa1 txxn0 dqq2
GRANDSTANDING	krxxn0 sa1 txxn0 ding2
GRANDSTANDS	krxxn0 sa1 txxn0
GRANDTOTAL	krxxn0 th@@0 thql2
GRANDULAR	krxxn0 diw0 laa2
GRANDUNCLE	krxxn0 dang0 khql2
GRANDUNCLES	krxxn0 dang0 khql2
GRANDVIEW	krxxn0 wiw0
GRANDWAYS	krxxn0 wee0
GRANDWELL	krxxn0 wel0
GRANDY	krxxn0 dii2
GRANGE	kreen3
GRANGEMOUTH	kreen3 mqt3
GRANGER	kreen0 cqq2
GRANGERISE	kreen3 raj3
GRANGERISED	kreen3 raj3
GRANGERISER	kreen3 raj3 sqq2
GRANGERISES	kreen3 raj3 ses1
GRANGERISING	kreen3 raj3 sing2
GRANGERISM	kreen3 cqq2 ris3 svm2
GRANGERITE	kreen3 cql0 raj3
GRANGERIZATION	kreen3 cql0 raj3 see0 chan0
GRANGERIZE	kreen3 cql0 raj3
GRANGERIZED	kreen3 cql0 raj3
GRANGERIZER	kreen3 cql0 raj3 sqq2
GRANGERIZES	kreen3 cql0 raj3 ses1
GRANGERIZING	kreen3 cql0 raj3 sing2
GRANGERS	kreen3 cqq2
GRANGES	kreen3 ces1
GRANIC	krxxn0 nik1
GRANICK	krxxn0 nik3
GRANIFORM	krxxn0 ni3 f@@m0
GRANIFORME	krxxn0 ni3 f@@m0
GRANILLA	krxxn0 nil0 laa2
GRANISH	krxxn0 nich3
GRANITE	krxxn0 nit1
GRANITES	krxxn0 nit1
GRANITEWARE	krxxn0 nit1 wxx0
GRANITIC	krxxn0 ni3 thik1
GRANITICAL	krxxn0 ni3 thi1 khql2
GRANITICOLINE	krxxn0 ni3 thik1 kh@l0 laaj0
GRANITISE	krxxn0 ni3 thii2
GRANITISES	krxxn0 ni3 this3 ses1
GRANITIZATION	krxxn0 ni3 thaj3 see0 chan0
GRANITIZE	krxxn0 ni3 thaj3
GRANITIZED	krxxn0 ni3 thaj3
GRANITIZES	krxxn0 ni3 thaj3 ses1
GRANITO	krxxn0 ni3 too2
GRANITZ	krxxn0 nit1
GRANNELL	krxxn0 nel0
GRANNER	krxxn0 nqq2
GRANNIE	krxxn0 nii2
GRANNIES	krxxn0 nii2
GRANNING	krxxn0 ning2
GRANNOCH	krxxn0 n@k3
GRANNOM	krxxn0 n@m2
GRANNON	krxxn0 n@n2
GRANNY	krxxn0 nii2
GRANNYS	krxxn0 nii2
GRANOLA	krxxn0 noo0 laa2
GRANOLAS	krxxn0 noo0 las2
GRANOLITH	krxxn0 noo0 lit3
GRANOLITHIC	krxxn0 noo0 li3 thik1
GRANT	kraan3
GRANTABLE	kraan3 thqq0 bql2
GRANTD	kraan3
GRANTED	kraan3 thet1
GRANTEDLY	kraan3 thet1 lii2
GRANTEDNESS	kraan3 thet1 nees1
GRANTEE	kraan3 tii2
GRANTEES	kraan3 tii2
GRANTER	kraan3 tqq2
GRANTERS	kraan3 tqq2
GRANTH	krxxn3
GRANTHA	krxxn0 thaa2
GRANTHAM	krxxn0 tham2
GRANTHAMS	krxxn0 tham2
GRANTHEM	krxxn0 them2
GRANTIAN	kraan3 thiian2
GRANTING	kraan3 ting2
GRANTLAND	kraan3 lxxn0
GRANTLEY	kraan3 lee2
GRANTLY	kraan3 lii2
GRANTOR	kraan3 tqq2
GRANTORS	kraan3 tqq2
GRANTS	kraan3
GRANTSMAN	kraan3 mxxn0
GRANTSMANSHIP	kraan3 mxxn0 chip3
GRANTSMEN	kraan3 men0
GRANTSVILLE	kraan3 wil0
GRANULA	krxx0 niw0 laa2
GRANULAR	krxx0 niw0 laa2
GRANULARITIES	krxx0 niw0 laa0 ri3 tii2
GRANULARITY	krxx0 niw0 laa0 ri3 tii2
GRANULARLY	krxx0 niw0 laa0 lii2
GRANULARY	krxx0 niw0 laa0 rii2
GRANULATE	krxx0 niw0 leet1
GRANULATED	krxx0 niw0 leet3 thet1
GRANULATER	krxx0 niw0 leet3 tqq2
GRANULATES	krxx0 niw0 leet1
GRANULATING	krxx0 niw0 leet3 ting2
GRANULATION	krxx0 niw0 lee0 chan0
GRANULATIONS	krxx0 niw0 lee0 chan0
GRANULATIVE	krxx0 niw0 lee0 thiif1
GRANULATOR	krxx0 niw0 lee0 tqq2
GRANULATORS	krxx0 niw0 lee0 tqq2
GRANULATUM	krxx0 niw0 lee0 tam2
GRANULATUS	krxx0 niw0 lee0 tas3
GRANULE	krxx0 nuul0
GRANULED	krxx0 nuul0
GRANULES	krxx0 nuul0
GRANULISES	krxx0 niw0 laj3 ses1
GRANULITE	krxx0 niw0 laj3
GRANULITES	krxx0 niw0 laj3
GRANULITIS	krxx0 niw0 laj0 tis3
GRANULITIZATION	krxx0 niw0 laj3 see0 chan0
GRANULITIZE	krxx0 niw0 lit3 thaj3
GRANULIZE	krxx0 niw0 laj3
GRANULIZES	krxx0 niw0 laj0 ses1
GRANULOSE	krxx0 niw0 loos3
GRANULOSIS	krxx0 niw0 loos3 sis1
GRANULOUS	krxx0 niw0 las2
GRAPE	kreep3
GRAPED	kreep3
GRAPEFRUIT	kreep3 frut3
GRAPEFRUITS	kreep3 frut3
GRAPEFRUITY	kreep3 frut3 tii2
GRAPER	kreep3 pqq2
GRAPERIES	kreep3 phqq0 rii2
GRAPERY	kreep3 phqq0 rii2
GRAPES	kreep3
GRAPESEED	kreep3 siit3
GRAPESHOT	kreep3 ch@t1
GRAPEVINE	kreep3 waaj0
GRAPEVINES	kreep3 waaj0
GRAPH	kraaf3 
GRAPHED	kraaf3 
GRAPHIC	kraaf3 fik1
GRAPHICACY	kraaf3 fik1 khee0 sii2
GRAPHICAL	kraaf3 fik1 khql2
GRAPHICALLY	kraaf3 fik1 khql2 lii2
GRAPHICALNESS	kraaf3 fik1 khql0 nees1
GRAPHICNESS	kraaf3 fik1 nees1
GRAPHICS	kraaf3 fik1
GRAPHING	kraaf3 fing2
GRAPHITE	krxf3 faj3
GRAPHITER	krxf3 faj3 tqq2
GRAPHITES	krxf3 faj3
GRAPHOLOGIES	krxf3 foo0 loo0 cii2
GRAPHOLOGIST	krxf3 foo0 loo0 cis3
GRAPHOLOGISTS	krxf3 foo0 loo0 cis3
GRAPHOLOGY	krxf3 foo0 loo0 cii2
GRAPHOMETER	krxf3 foo0 mi3 tqq2
GRAPHOMETRY	krxf3 foo0 mi3 thrii2
GRAPHOPHONE	krxf3 foo0 foon0
GRAPHOPHONIC	krxf3 foo0 foon0 nik1
GRAPHS	kraaf3 
GRAPIER	kree0 phiia0
GRAPING	kreep3 ping2
GRAPNEL	krxp3 nql2
GRAPNELS	krxp3 nql2
GRAPPED	krxp3
GRAPPER	krxp3 phqq2
GRAPPIER	krxp3 phiia0
GRAPPING	krxp3 ping2
GRAPPLE	krxp3 phql2
GRAPPLED	krxp3 phql2
GRAPPLER	krxp3 phlqq2
GRAPPLERS	krxp3 phlqq2
GRAPPLES	krxp3 phql2
GRAPPLING	krxp3 phling2
GRAPPLINGS	krxp3 pling2
GRAPY	kree0 phii2
GRAS	kras3
GRASER	kraas3 sqq2
GRASING	kraas3 sing2
GRASMAN	kraas3 mxxn0
GRASMICK	kraas3 mik1
GRASP	kraas3
GRASPABLE	kraas3 phee0 bql2
GRASPED	kraas3
GRASPER	kraas3 pqq2
GRASPERS	kraas3 pqq2
GRASPIN	kraas3 pin0
GRASPING	kraas3 ping2
GRASPINGLY	kraas3 ping0 lii2
GRASPINGNESS	kraas3 ping2 nees1
GRASPINGS	kraas3 ping2
GRASPS	kraas3
GRASPY	kraas3 pii2
GRASS	kraas3
GRASSED	kraas3
GRASSER	kraas3 sqq2
GRASSERS	kraas3 sqq2
GRASSES	kraas3 ses1
GRASSFIELDS	kraas3 fiil0
GRASSFIRE	kraas3 faaj0 qq2
GRASSGREEN	kraas3 kriin0
GRASSHOPPER	kraas3 h@p3 pqq2
GRASSHOPPERED	kraas3 h@p3 pqq2
GRASSHOPPERS	kraas3 h@p3 pqq2
GRASSHOUSE	kraas3 haw3
GRASSIE	kraas3 sii2
GRASSIER	kraas3 siia0
GRASSIEST	kraas3 sii0 ees1
GRASSING	kraas3 sing2
GRASSINGTON	kraas3 sing0 tan2
GRASSLAND	kraas3 lxxn0
GRASSLANDS	kraas3 lxxn0
GRASSLER	kraas3 lqq2
GRASSLESS	kraas3 lees1
GRASSLEY	kraas3 lee2
GRASSLIKE	kraas3 laj3
GRASSMAN	kraas3 mxxn0
GRASSMANN	kraas3 mxxn0
GRASSOS	kraas3 s@s3
GRASSPLOT	kraas3 phl@t3
GRASSROOT	kraas3 ruut3
GRASSROOTED	kraas3 ruut3 thet1
GRASSROOTS	kraas3 ruut3
GRASSY	kraas3 sii2
GRATA	kraa0 taa2
GRATE	kreet3
GRATED	kreet3 thet1
GRATEFUL	kreet3 fuul0
GRATEFULL	kreet3 fuul0
GRATEFULLY	kreet3 ful0 lii2
GRATEFULNESS	kreet3 ful0 nees1
GRATER	kreet3 tqq2
GRATERS	kreet3 tqq2
GRATES	kreet3
GRATIA	kree0 chiia0
GRATIAN	kree0 chiian2
GRATIAS	kree0 chiias2
GRATIFICATION	krxt3 thi3 fik1 khee0 chan0
GRATIFICATIONS	krxt3 thi3 fik1 khee0 chan0
GRATIFIED	krxt3 thi1 faaj0
GRATIFIER	krxt3 thi1 faaj0 qq2
GRATIFIES	krxt3 thi1 faaj0
GRATIFY	krxt3 thi1 faaj0
GRATIFYING	krxt3 thi1 faaj0 ing2
GRATIFYINGLY	krxt3 thi1 faaj0 ing2 lii2
GRATING	kreet3 ting2
GRATINGLY	kreet3 ting2 lii2
GRATINGS	kreet3 ting2
GRATIS	krxt3 tis3
GRATITUDE	krxt3 thi1 cuut1
GRATITUTE	krxt3 thi1 cuut1
GRATUITANT	krxt3 thuu0 i1 thxn3
GRATUITIES	krxt3 thuu0 i1 tii2
GRATUITOUS	krxt3 thuu0 i1 thas3
GRATUITOUSLY	krxt3 thuu0 i1 thas3 lii2
GRATUITOUSNESS	krxt3 thuu0 i1 thas3 nees1
GRATUITS	krxt3 thuu0 it1
GRATUITY	krxt3 thuu0 i1 tii2
GRAVADO	kree0 waa0 doo2
GRAVAMEN	kree0 waa0 men0
GRAVAMINA	kree0 waa0 mi3 naa2
GRAVAT	kree0 wxt3
GRAVATE	kree0 weet1
GRAVE	kreef3 
GRAVECLOTHES	kreef3 khloot3
GRAVED	kreef3 
GRAVEL	kreef3 wql2
GRAVELD	kreef3 wql2
GRAVELED	kreef3 wql2
GRAVELESS	kreef3 lees1
GRAVELINE	kreef3 laaj0
GRAVELINES	kreef3 laaj0
GRAVELING	kreef3 ling2
GRAVELLED	kreef3 wql2
GRAVELLING	kreef3 wql0 ling2
GRAVELLING	kreef3 wql0 ling2
GRAVELLY	kreef3 wql2 lii2
GRAVELS	kreef3 wql2
GRAVELY	kreef3 lii2
GRAVEMAN	kreef3 mxxn0
GRAVEN	kreef3 wen2
GRAVENDER	kreef3 wen0 dqq2
GRAVENESS	kreef3 nees1
GRAVENHAGE	kreef3 wen2 hec3
GRAVENSTEEN	kreef3 wen2 sa1 tiin0
GRAVENSTEIN	kreef3 wen2 sa1 taaj0
GRAVENSTEINS	kreef3 wen2 sa1 taaj0
GRAVENSTINE	kreef3 wen2 sa1 tiin0
GRAVER	kreef3 wqq2
GRAVERS	kreef3 wqq2
GRAVES	kreef3 
GRAVESEND	kreef3 sen0
GRAVESES	kreef3 ses1
GRAVESIDE	kreef3 saj3
GRAVESIDES	kreef3 saj3
GRAVEST	kreef3 wees1
GRAVESTOCK	kreef3 t@k3
GRAVESTONE	kreef3 toon0
GRAVESTONES	kreef3 toon0
GRAVEYARD	kreef3 jaat3
GRAVEYARDS	kreef3 jaat3
GRAVIES	kree0 wii2
GRAVING	kree0 wing2
GRAVIS	kree0 wis3
GRAVITATE	krxf3 wit3 theet1
GRAVITATED	krxf3 wit3 theet3 thet1
GRAVITATER	krxf3 wit3 theet3 tqq2
GRAVITATES	krxf3 wit3 theet1
GRAVITATING	krxf3 wit3 theet3 ting2
GRAVITATION	krxf3 wit3 thqq0 chan0
GRAVITATIONAL	krxf3 wit3 thqq0 chan0 nal0
GRAVITATIONALLY	krxf3 wit3 thqq0 chan0 nal0 lii2
GRAVITATIONS	krxf3 wit3 thqq0 chan0
GRAVITIC	krxf3 wit3 thik1
GRAVITICS	krxf3 wit3 thik1
GRAVITIES	krxf3 wi3 tii2
GRAVITRON	krxf3 wi3 thr@n2
GRAVITY	krxf3 wi3 tii2
GRAVURE	kree0 wqq2
GRAVURE	kree0 wqq2
GRAVURES	kree0 wqq2
GRAVY	kree0 wii2
GRAY	kree0
GRAYBACKS	kree0 bxk3
GRAYBEARD	kree0 biiat3
GRAYBEARDS	kree0 biiat3
GRAYBILL	kree0 bil0
GRAYDON	kree0 d@n2
GRAYDONS	kree0 d@n2
GRAYED	kree0
GRAYER	kree0 jqq2
GRAYEST	kree0 jees1
GRAYING	kree0 ing2
GRAYISH	kree0 ich1
GRAYLING	kree0 ling2
GRAYLINGS	kree0 ling2
GRAYLINING	kree0 laaj0 ning2
GRAYNESS	kree0 nees1
GRAYOUTS	kree0 aw3
GRAYS	kree0
GRAYSON	kree0 san0
GRAYSONVILLE	kree0 san0 wil0
GRAYSTONE	kree0 sa1 toon0
GRAZ	kraas3
GRAZABLE	krees3 see0 bql2
GRAZE	krees3
GRAZED	krees3
GRAZER	kree0 sqq2
GRAZERS	kree0 sqq2
GRAZES	krees3 ses1
GRAZIER	kree0 siia0
GRAZIERS	kree0 siias3
GRAZING	krees3 sing2
GRAZINGLY	krees3 sing2 lii2
GRAZINGS	krees3 sing2
GREASE	kriis3
GREASED	kriis3
GREASEPAINT	kriis3 phen3
GREASEPAINTS	kriis3 phen3
GREASEPROOF	kriis3 phruuf3 
GREASER	kriis3 sqq2
GREASERS	kriis3 sqqs1
GREASES	kriis3 ses1
GREASEWOOD	kriis3 wuut3
GREASIER	kriis3 siia0
GREASIEST	kriis3 sii0 ees1
GREASILY	kriis3 sil0 lii2
GREASINESS	kriis3 sin0 nees1
GREASING	kriis3 sing2
GREASY	kriis3 sii2
GREAT	kreet3
GREATCOAT	kreet3 khoot3
GREATCOATED	kreet3 khoot3 thet1
GREATCOATS	kreet3 khoot3
GREATED	kreet3 thet1
GREATER	kreet3 tqq2
GREATERS	kreet3 tqq2
GREATES	kreet3 thes1
GREATEST	kreet3 thes1
GREATESTS	kreet3 thes1
GREATHEARTED	kreet3 haat3 thet1
GREATHEARTEDLY	kreet3 haat3 thet1 lii2
GREATHEARTEDNESS	kreet3 haat3 thet1 nees1
GREATHOUSE	kreet3 haw3
GREATLEY	kreet3 lee2
GREATLY	kreet3 lii2
GREATNESS	kreet3 nees1
GREATR	kreet3 thqq2
GREATS	kreet3
GREAVE	kriif3 
GREAVED	kriif3 
GREAVER	kriif3 wqq2
GREAVES	kriif3 wes1
GREBE	kriip3
GREBECK	krii0 bek3
GREBER	krii0 bqq2
GREBES	kriip3
GRECIAN	krii0 chiian2
GRECIANS	krii0 chiian2
GREECE	kriis3
GREECES	kriis3
GREED	kriit3
GREEDIER	kriit3 di1 qq2
GREEDIEST	kriit3 dii0 ees1
GREEDILY	kriit3 dil0 lii2
GREEDINESS	kriit3 di1 nees1
GREEDS	kriit3
GREEDY	kriit3 dii2
GREEK	kriik3
GREEKED	kriik3
GREEKING	kriik3 king2
GREEKS	kriik3
GREEN	kriin0
GREENA	krii0 naa2
GREENAND	krii0 nxn2
GREENAWAY	kriin0 a1 wee0
GREENAWAYS	kriin0 a1 wee0
GREENBACK	kriin0 bxk3
GREENBACKER	kriin0 bxk3 kqq2
GREENBACKERS	kriin0 bxk3 kqq2
GREENBACKS	kriin0 bxk3
GREENBELT	kriin0 bel3
GREENBELTERS	kriin0 bel3 tqq2
GREENBELTS	kriin0 bel3
GREENBERG	kriin0 bqqk1
GREENBERGER	kriin0 bqqk1 kqq2
GREENBERGS	kriin0 bqqk1
GREENBOROUGH	kriin0 boo0 roo2
GREENBURG	kriin0 bqqk1
GREENBURGER	kriin0 bqqk1 kqq2
GREENBURGH	kriin0 bqqk1
GREENBURN	kriin0 bqqn0
GREENBURY	kriin0 biw0 rii2
GREENCAMP	kriin0 khxm3
GREENCASH	kriin0 khxch3
GREENCASTLE	kriin0 khaas3 sql2
GREENED	kriin0
GREENER	kriin0 nqq2
GREENERIES	kriin0 nqq0 rii2
GREENERS	kriin0 nqq2
GREENERY	kriin0 nqq0 rii2
GREENES	kriin0
GREENEST	kriin0 nees1
GREENEYED	kriin0 aaj0
GREENFELD	kriin0 fel0
GREENFELL	kriin0 fel0
GREENFIELD	kriin0 fiil0
GREENFIELDS	kriin0 fiil0
GREENFINCH	kriin0 fin3
GREENFINCHES	kriin0 fin3 ches1
GREENFINGERS	kriin0 fing0 kqq2
GREENFISH	kriin0 fich3
GREENFLIES	kriin0 flaaj0
GREENFLY	kriin0 flaaj0
GREENGAGE	kriin0 keec1
GREENGAGES	kriin0 keec1 ces1
GREENGATE	kriin0 keet1
GREENGATES	kriin0 keet1
GREENGROCER	kriin0 kr@@s3 sqq2
GREENGROCERIES	kriin0 kr@@s3 sqq0 rii2
GREENGROCERS	kriin0 kr@@s3 sqq2
GREENGROCERY	kriin0 kr@@s3 sqq0 rii2
GREENGROSS	kriin0 kr@@s2
GREENHALL	kriin0 hoo0
GREENHAM	kriin0 hxm0
GREENHAW	kriin0 h@@0
GREENHILL	kriin0 hil0
GREENHILLS	kriin0 hil0
GREENHOE	kriin0 hoo0
GREENHORN	kriin0 h@@n0
GREENHORNS	kriin0 h@@n0
GREENHOUSE	kriin0 haw3
GREENHOUSEES	kriin0 haw0 sii2
GREENHOUSES	kriin0 haw3 ses1
GREENHUT	kriin0 hat3
GREENIAN	kriin0 niian2
GREENIEST	kriin0 nii0 ees1
GREENING	kriin0 ning2
GREENINGER	kriin0 ning2 ngqq2
GREENINGS	kriin0 ning2
GREENISH	kriin0 nich3
GREENISHLY	kriin0 nich3 lii2
GREENISHNESS	kriin0 nich3 nees1
GREENLAND	kriin0 lxxn0
GREENLANDER	kriin0 lxxn0 dqq2
GREENLANDERS	kriin0 lxxn0 dqq2
GREENLANDMAN	kriin0 lxxn0 mxxn0
GREENLANDS	kriin0 lxxn0
GREENLAW	kriin0 l@@0
GREENLEA	kriin0 lii0
GREENLEAF	kriin0 liif3 
GREENLEAFS	kriin0 liif3 
GREENLEE	kriin0 lii0
GREENLEES	kriin0 lii2
GREENLEY	kriin0 lee2
GREENLY	kriin0 lii2
GREENLYS	kriin0 lii2
GREENMAIL	kriin0 mel0
GREENMAILED	kriin0 mel0
GREENMAILER	kriin0 mel0 lqq2
GREENMAILERS	kriin0 mel0 lqq2
GREENMAILING	kriin0 mel0 ling2
GREENMAN	kriin0 mxxn0
GREENNESS	kriin0 nees1
GREENOCK	kriin0 n@k3
GREENPEACE	kriin0 phiis3
GREENROOM	kriin0 ruum0
GREENROOMS	kriin0 ruum0
GREENS	kriin0
GREENSAND	kriin0 sxxn0
GREENSANDS	kriin0 sxxn0
GREENSBURG	kriin0 sa1 bqqk1
GREENSBURGH	kriin0 sa1 bqqk1
GREENSHIELD	kriin0 chil0
GREENSHIELDS	kriin0 chil0
GREENSLADE	kriin0 sa1 leet1
GREENSLET	kriin0 sa1 let3
GREENSLIP	kriin0 sa1 lip3
GREENSON	kriin0 san2
GREENSPAN	kriin0 sa1 pxxn0
GREENSPEAK	kriin0 sa1 piik3
GREENSPOT	kriin0 sa1 p@t1
GREENSPRING	kriin0 sa1 pring0
GREENSPRINGS	kriin0 sa1 pring0
GREENSPUN	kriin0 sa1 pan0
GREENSTADT	kriin0 sa1 txt1
GREENSTAINED	kriin0 sa1 teen0
GREENSTAMPS	kriin0 sa1 txm3
GREENSTEAD	kriin0 sa1 teet3
GREENSTED	kriin0 sa1 tet1
GREENSTEIN	kriin0 sa1 taaj0
GREENSTICK	kriin0 sa1 tik3
GREENSTILES	kriin0 sa1 taaj0
GREENSTONE	kriin0 sa1 toon0
GREENSTONES	kriin0 sa1 toon0
GREENSTREAK	kriin0 sa1 triik3
GREENSTREET	kriin0 sa1 triit1
GREENSTREETS	kriin0 sa1 triit1
GREENSTUFF	kriin0 sa1 taf3 
GREENSTUFFS	kriin0 sa1 taf3 
GREENSWARD	kriin0 w@@t1
GREENSWARDED	kriin0 w@@t1
GREENSWARDS	kriin0 w@@t1
GREENTHUMBED	kriin0 tham0
GREENVALE	kriin0 wel0
GREENVILL	kriin0 wil0
GREENVILLAGE	kriin0 wil0 leec1
GREENVILLE	kriin0 wil0
GREENWAY	kriin0 wee0
GREENWAYS	kriin0 wee0
GREENWELD	kriin0 wel0
GREENWELL	kriin0 wel0
GREENWELLS	kriin0 wel0
GREENWELLSPRINGS	kriin0 wel0 sa1 pring0
GREENWICH	kriin0 wich3
GREENWOOD	kriin0 wuut3
GREENWOODS	kriin0 wuus3
GREENY	kriin0 nii2
GREET	kriit3
GREETED	kriit3 thet1
GREETEED	kriit3 thiit1
GREETER	kriit3 thqq2
GREETERS	kriit3 thqq2
GREETHAM	kriit3 hxm0
GREETING	kriit3 ting2
GREETINGLESS	kriit3 ting2 lees1
GREETINGLY	kriit3 ting2 lii2
GREETINGS	kriit3 ting2
GREETS	kriit3
GREG	krek3
GREGALE	krek3 kel0
GREGARIA	krek3 kxx0 riia0
GREGARIAN	krek3 kxx0 riian2
GREGARIANISM	krek3 kxx0 riian2 nis3 svm2
GREGARIANS	krek3 kxx0 riian2
GREGARIOUS	krek3 kxx0 riias2
GREGARIOUSLY	krek3 kxx0 riias2 lii2
GREGARIOUSNESS	krek3 kxx0 riias3 nees1
GREGARIUM	krek3 kxx0 riiam2
GREGER	krek3 kqq2
GREGERS	krek3 kqq2
GREGERSEN	krek3 kqq0 sen2
GREGERSON	krek3 kqq0 san2
GREGG	krek3
GREGGS	krek3
GREGGY	krek3 kii2
GREGO	krek3 koo2
GREGOIRE	krek3 khooj0 rqq2
GREGOR	krek3 kqq2
GREGORE	krek3 kh@@0
GREGORIAN	krek3 khoo0 riian2
GREGORIANISM	krek3 khoo0 riian2 nis3 svm2
GREGORIANIZE	krek3 khoo0 riian2 naj3
GREGORIANIZER	krek3 khoo0 riian2 naj3 sqq2
GREGORIANS	krek3 khoo0 riian2
GREGORIC	krek3 khoo0 rik1
GREGORICH	krek3 khoo0 rich3
GREGORIO	krek3 khoo0 rii0 oo2
GREGORIOS	krek3 khoo0 rii0 oos2
GREGORS	krek3 khoo0
GREGORY	krek3 kqq0 rii2
GREGORYS	krek3 kqq0 rii2
GREGOS	krek3 khoos3
GREGSON	krek3 san2
GREMLIN	krem0 lin0
GREMLINIZATION	krem0 lin0 naj3 see0 chan0
GREMLINS	krem0 lin0
GRENADA	kree0 naa0 daa2
GRENADAS	kree0 naa0 daas2
GRENADE	krii0 neet1
GRENADED	krii0 neet3 det1
GRENADER	krii0 neet3 dqq2
GRENADES	krii0 neet1
GRENADIAN	krii0 nee0 diian2
GRENADIANS	krii0 nee0 diian2
GRENADIER	kree0 naa0 diia0
GRENADIERS	kree0 naa0 diias2
GRENADIN	kree0 naa0 din2
GRENADINE	kree0 naa0 diin0
GRENADINES	kree0 naa0 diin0
GRENADINES	kree0 naa0 diin0
GREW	kruu0
GREWELL	kruu0 wql2
GREWER	kruu0 wqq2
GREY	kree0
GREYBEARD	kree0 biiat3
GREYBEARDED	kree0 biiat3 det1
GREYBEARDS	kree0 biiat3
GREYCOAT	kree0 khoot3
GREYCOATS	kree0 khoot3
GREYED	kree0
GREYER	kree0 jqq2
GREYERS	kree0 jqq2
GREYEST	kree0 jees1
GREYHOUND	kree0 haaw0
GREYHOUNDS	kree0 haaw0
GREYING	kree0 ing2
GREYISH	kree0 ich1
GREYLAG	kree0 lxk3
GREYLY	kree0 lii2
GREYNESS	kree0 nees1
GREYS	kree0
GRID	krit1
GRIDDED	krit1 det1
GRIDDING	krit1 ding2
GRIDDLE	krit1 dql2
GRIDDLECAKE	krit1 dql0 kheek3
GRIDDLECAKES	krit1 dql0 kheek3
GRIDDLED	krit1 dql2
GRIDDLER	krit1 dql0 lqq2
GRIDDLES	krit1 dql2
GRIDDLING	krit1 ling2
GRIDED	krit1 det1
GRIDER	krit1 dqq2
GRIDES	krit1
GRIDING	krit1 ding2
GRIDIRON	krit1 daj0 r@n2
GRIDIRONS	krit1 daj0 r@n2
GRIDLEY	krit1 lee2
GRIDLOCK	krit1 l@k3
GRIDLOCKED	krit1 l@k3
GRIDLOCKERS	krit1 l@k3 kqq2
GRIDLOCKING	krit1 l@k3 king2
GRIDLOCKS	krit1 l@k3
GRIDS	krit1
GRIEF	kriif3 
GRIEFER	kriif3 fqq2
GRIEFF	kriif3 
GRIEFS	kriif3 
