PA	phaa0
POWDERER	phaaw0 dqq0 rqq2
POWDERERS	phaaw0 dqq0 rqq2
POWDERING	phaaw0 dqq0 ring2
POWDERINGS	phaaw0 dqq0 ring2
POWDERIZATION	phaaw0 dqq0 raj3 see0 chan2
POWDERIZE	phaaw0 dqq0 raj3
POWDERIZED	phaaw0 dqq0 raj3 sit1
POWDERIZER	phaaw0 dqq0 raj3 sqq2
POWDERIZERS	phaaw0 dqq0 raj3 sqq2
POWDERIZES	phaaw0 dqq0 raj3 ses1
POWDERLESS	phaaw0 dqq2 les1
POWDERLY	phaaw0 dqq0 lii2
POWDERS	phaaw0 dqq2
POWDERY	phaaw0 dqq0 rii2
POWER	phaaw0 wqq2
POWERBOAT	phaaw0 wqq2 b@@t3
POWERBOATERS	phaaw0 wqq2 b@@t3 thqq2
POWERBOATING	phaaw0 wqq2 b@@t3 ting2
POWERBOATS	phaaw0 wqq2 b@@t3
POWERBOOK	phaaw0 wqq2 buk3
POWERBOOKS	phaaw0 wqq2 buk3
POWERED	phaaw0 wqq2 rit1
POWERFUL	phaaw0 wqq2 fuul0
POWERFULLY	phaaw0 wqq2 fuul0 lii2
POWERFULNESS	phaaw0 wqq2 fuul0 nees1
POWERGEN	phaaw0 wqq2 cen2
POWERGENERATION	phaaw0 wqq2 cen0 nqq0 ree0 chan2
POWERHOUSE	phaaw0 wqq2 haaw3
POWERHOUSES	phaaw0 wqq2 haaw3 ses1
POWERING	phaaw0 wqq2 ring2
POWERLESS	phaaw0 wqq2 les1
POWERLESSLY	phaaw0 wqq2 les3 lii2
POWERLESSNESS	phaaw0 wqq2 les3 nees1
POWERPLANTS	phaaw0 wqq2 phlxxn3
POWERS	phaaw0 wqq2
POWERSES	phaaw0 wqq2 ses1
POWERSOFT	phaaw0 wqq2 s@@f3
POWERTRAIN	phaaw0 wqq2 threen0
POWERTRAINS	phaaw0 wqq2 threen0
POWWOW	phaaw0 waaw0
POWWOWED	phaaw0 waaw0 wit1
POWWOWING	phaaw0 waaw0 wing2
POWWOWS	phaaw0 waaw0
POX	ph@k3
POXED	ph@k3 sit1
POXES	ph@k3 ses1
POXING	ph@k3 sing2
POYNTON	ph@@j3 thqn2
POYNTONS	ph@@j3 thqn2
POZNAN	ph@s3 nan2
POZNANSKI	ph@s3 nan0 sa1 kii2
POZNANSKY	ph@s3 nan0 sa1 kii2
PRACTI	phrxk3 thii2
PRACTIBILITY	phrxk3 thi1 bi1 li1 tii2
PRACTIC	phrxk3 tik1
PRACTICA	phrxk3 thi1 kaa2
PRACTICABILITIES	phrxk3 thi1 kha1 bi1 li3 tii2
PRACTICABILITY	phrxk3 thi1 kha1 bi1 li3 tii2
PRACTICABLE	phrxk3 thi1 khee0 bql2
PRACTICABLENESS	phrxk3 thi1 khee0 bql2 nees1
PRACTICABLY	phrxk3 thi1 khee0 blii2
PRACTICAL	phrxk3 thi1 kh@l2
PRACTICALISM	phrxk3 thi1 kh@l2 lis3 svm2
PRACTICALIST	phrxk3 thi1 kh@l2 lis3
PRACTICALITIES	phrxk3 thi1 kh@l2 li1 tii2
PRACTICALITY	phrxk3 thi1 kh@l2 li1 tii2
PRACTICALIZATION	phrxk3 thi1 kh@l2 laj3 see0 chan2
PRACTICALIZE	phrxk3 thi1 kh@l2 laj3
PRACTICALIZER	phrxk3 thi1 kh@l2 laj3 sqq2
PRACTICALIZERS	phrxk3 thi1 kh@l2 laj3 sqq2
PRACTICALIZES	phrxk3 thi1 kh@l2 laj3 ses1
PRACTICALLY	phrxk3 thi1 kh@l2 lii2
PRACTICALNESS	phrxk3 thi1 kh@l2 nees1
PRACTICALS	phrxk3 thi1 kh@l2
PRACTICAN	phrxk3 thi1 khqn2
PRACTICAR	phrxk3 thi1 khaa2
PRACTICAS	phrxk3 thi1 khas3
PRACTICE	phrxk3 thiis3
PRACTICED	phrxk3 thiis3 
PRACTICER	phrxk3 thiis3 sqq2
PRACTICES	phrxk3 thiis3 ses1
PRACTICIAN	phrxk3 thi1 chiian2
PRACTICIANS	phrxk3 thi1 chiian2
PRACTICING	phrxk3 thiis2 sing2
PRACTICKS	phrxk3 thik1
PRACTICLE	phrxk3 thi1 khql2
PRACTICO	phrxk3 thi1 koo2
PRACTICOLA	phrxk3 thi1 khoo0 laa2
PRACTICUM	phrxk3 thi1 kham2
PRACTIING	phrxk3 ting2
PRACTIONER	phrxk3 chan0 nqq2
PRACTIONERS	phrxk3 chan0 nqq2
PRACTIS	phrxk3 this3
PRACTISE	phrxk3 thiis3
PRACTISED	phrxk3 thiis3 sit1
PRACTISER	phrxk3 thiis3 sqq2
PRACTISES	phrxk3 thiis3 ses1
PRACTISING	phrxk3 thiis3 sing2
PRACTITIONAL	phrxk3 thi1 chan2 n@l2
PRACTITIONER	phrxk3 thi1 chan2 nqq2
PRACTITIONERS	phrxk3 thi1 chan2 nqq2
PRACTITIONERY	phrxk3 thi1 chan2 nee0 rii2
PRACTIVE	phrxk3 thiif1
PRACTIVED	phrxk3 thiif3 wit1
PRACTIVES	phrxk3 thiif1
PRAENOMEN	phrii0 n@@m0 men2
PRAEPOSTOR	phrii0 phoos3 thqq2
PRAESIDIUM	phres3 si1 diiam2
PRAESIDIUMS	phres3 si1 diiam2
PRAETOR	phrii0 thqq2
PRAETORES	phrii0 thqq2
PRAETORIA	phrii0 thqq0 riia0
PRAETORIAL	phrii0 thqq0 riial2
PRAETORIAN	phrii0 thqq0 riian2
PRAETORIANISM	phrii0 thqq0 riian2 nis3 svm2
PRAETORIANIZE	phrii0 thqq0 riian2 naj3
PRAETORIANS	phrii0 thqq0 riian2
PRAETORIUM	phrii0 thqq0 riiam2
PRAETORS	phrii0 thqq2
PRAETORSHIP	phrii0 thqq2 chip3
PRAGER	phrxk3 kqq2
PRAGERS	phrxk3 kqq2
PRAGMAT	phrxk3 mxt3
PRAGMATIC	phrxk3 mxx0 tik1
PRAGMATICA	phrxk3 mxx0 ti1 kaa2
PRAGMATICAL	phrxk3 mxx0 ti1 kh@l2
PRAGMATICALITY	phrxk3 mxx0 ti1 kh@l0 li1 tii2
PRAGMATICALLY	phrxk3 mxx0 ti1 kh@l0 lii2
PRAGMATICALNESS	phrxk3 mxx0 ti1 kh@l2 nees1
PRAGMATICISM	phrxk3 mxx0 ti1 sis3 svm2
PRAGMATICIST	phrxk3 mxx0 ti1 sis3
PRAGMATICISTS	phrxk3 mxx0 ti1 sis3
PRAGMATICS	phrxk3 mxx0 tik1
PRAGMATISM	phrxk3 mxx0 this3 svm2
PRAGMATIST	phrxk3 mxx0 this3
PRAGMATISTS	phrxk3 mxx0 this3
PRAGUE	phraak3
PRAIRIE	phxx0 rii2
PRAIRIED	phxx0 ri1 et1
PRAIRIELAND	phxx0 rii2 lxxn0
PRAIRIES	phxx0 rii2
PRAISABLE	phrees3 sa1 bql2
PRAISABLENESS	phrees3 sa1 bql2 nees1
PRAISABLY	phrees3 sa1blii2
PRAISE	phrees3
PRAISED	phrees3 sit1
PRAISER	phrees3 sqq2
PRAISERS	phrees3 sqq2
PRAISES	phrees3 ses1
PRAISEWORTHILY	phrees3 wqqt3 thi1 lii2
PRAISEWORTHINESS	phrees3 wqqt3 thi1 nees1
PRAISEWORTHY	phrees3 wqqt3 thii2
PRAISING	phrees3 sing2
PRALINE	phraa0 laaj0
PRALINES	phraa0 laaj0
PRAM	phrxxm0
PRAMBERGER	phrxxm0 bqq0 kqq2
PRAMMED	phrxxm0 mit1
PRAMS	phrxxm0
PRANA	phrxxn3 nqq2
PRANCE	phrxxn3
PRANCED	phrxxn3 sit1
PRANCELOT	phrxxn3 l@t3
PRANCER	phrxxn3 sqq2
PRANCERS	phrxxn3 sqq2
PRANCES	phrxxn3 ses1
PRANCING	phrxxn3 sing2
PRANCINGLY	phrxxn3 sing2 lii2
PRANCINGS	phrxxn3 sing2
PRANDEL	phrxxn0 del2
PRANDELLI	phrxxn0 deel0 lii2
PRANDIAL	phrxxn0 diial2
PRANDIALLY	phrxxn0 diial0 lii2
PRANDY	phrxxn0 dii2
PRANG	phrxxng3
PRANGED	phrxxng3 cit1
PRANGER	phrxxng3 cqq2
PRANGES	phrxxng3 ces1
PRANGS	phrxxng3
PRANK	phrxxng3
PRANKED	phrxxng3 kit1
PRANKER	phrxxng3 kqq2
PRANKFUL	phrxxng3 fuul0
PRANKFULNESS	phrxxng3 fuul0 nees1
PRANKING	phrxxng3 king2
PRANKINGLY	phrxxng3 king0 lii2
PRANKISH	phrxxng3 kich1
PRANKISHLY	phrxxng3 kich3 lii2
PRANKISHNESS	phrxxng3 kich3 nees1
PRANKLE	phrxxng3 khql2
PRANKS	phrxxng3
PRANKSTER	phrxxng3 sa1 thqq2
PRANKSTERISH	phrxxng3 sa1 thq1 rich3
PRANKSTERISM	phrxxng3 sa1 thq1 ris3 svm2
PRANKSTERS	phrxxng3 sa1 thqq2
PRANKY	phrxxng3 kii2
PRATE	phreet1
PRATED	phreet3 thet1
PRATEFUL	phreet3 fuul0
PRATER	phreet3 thqq2
PRATERS	phreet3 thqq2
PRATES	phreet3 thes1
PRATIM	phreet3 thim2
PRATIMA	phreet3 thim0 maa2
PRATING	phreet3 ting2
PRATINGLY	phreet3 ting2 lii2
PRATINGS	phreet3 ting2
PRATIQUE	phrxt3 thiik3
PRATIQUES	phrxt3 thiik3
PRATO	phraa0 too2
PRATOR	phraa0 thqq2
PRATOS	phraa0 th@s3
PRATTED	phrxt3 thet1
PRATTEN	phrxt3 then2
PRATTICA	phrxt3 thi1 kaa2
PRATTICO	phrxt3 thi1 koo2
PRATTING	phrxt3 ting2
PRATTIS	phrxt3 this3
PRATTISH	phrxt3 thich3
PRATTISHNESS	phrxt3 thich3 nees1
PRATTLE	phrxt3 thql2
PRATTLED	phrxt3 thql2
PRATTLEMENT	phrxt3 thql2 men3
PRATTLER	phrxt3 lqq2
PRATTLERS	phrxt3 lqq2
PRATTLES	phrxt3 thql2
PRATTLING	phrxt3 ling2
PRATTLINGLY	phrxt3 ling0 lii2
PRATTLINGS	phrxt3 ling2
PRATTY	phrxt3 tii2
PRAVEL	phraa0 wel2
PRAVIN	phraa0 win2
PRAVITY	phraa0 wi3 tii2
PRAWN	phr@@n0
PRAWNS	phr@@n0
PRAXES	phrxk0 sii2
PRAXIS	phrxk3 sis3
PRAXISES	phrxk3 sis3 ses1
PRAY	phree0
PRAYED	phree0 et1
PRAYER	phree0 jqq2
PRAYERFULLY	phree0 jqq2 fuul0 lii2
PRAYERS	phree0 jqq2
PRAYES	phrees1
PRAYING	phree0 ing2
PRAYS	phrees1
PRAYTOR	phree0 thqq2
PREACH	phriich3
PREACHABLE	phriich3 chee0 bql2
PREACHED	phriich3 chit1
PREACHER	phriich3 chqq2
PREACHERS	phriich3 chqq2
PREACHES	phriich3 ches1
PREACHIFICATION	phriich3 chi1 fi1 khee0 chan2
PREACHIFIED	phriich3 chi1 faaj3
PREACHIFIES	phriich3 chi1 faaj3
PREACHIFY	phriich3 chi1 faaj0
PREACHIFYING	phriich3 chi1 faaj0 ing2
PREACHING	phriich3 ching2
PREACHINGLY	phriich3 ching2 lii2
PREACHINGS	phriich3 ching2
PREAMBASSADORIAL	phrii0 xxm0 baas3 sa1 d@@0 riial2
PREAMBITION	phrii0 xxm0 bich3 chan2
PREAMBITIOUS	phrii0 xxm0 bich3 chiias2
PREAMBLE	phrii0 xxm0 bql2
PREAMBLED	phrii0 xxm0 bqt1
PREAMBLES	phrii0 xxm0 bql2
PREAMBLING	phrii0 xxm0 bling2
PREAMBULAR	phrii0 xxm0 biw0 laa2
PREAMBULARY	phrii0 xxm0 biw0 la1 rii2
PREAMBULATE	phrii0 xxm0 biw0 leet1
PREAMBULATION	phrii0 xxm0 biw0 lee0 chan2
PREAMBULATORY	phrii0 xxm0 biw0 leet3 tha1 rii2
PREAMBULUM	phrii0 xxm0 biw0 lam2
PREARRANGE	phrii0 a1 reen3
PREARRANGED	phrii0 a1 reen3 cit1
PREARRANGEMENT	phrii0 a1 reen3 men3
PREARRANGEMENTS	phrii0 a1 reen3 men3
PREARRANGES	phrii0 a1 reen3 ces1
PREARRANGING	phrii0 a1 reen3 cing2
PREBEND	phrii0 ben3
PREBENDARIES	phrii0 ben0 drii2
PREBENDARY	phrii0 ben0 drii2
PREBENDS	phrii0 ben3
PREBLE	phrii0 bql2
PREBLESS	phrii0 bles1
PREBLESSED	phrii0 bles3 sit1
PREBLESSES	phrii0 bles3 ses1
PREBLESSING	phrii0 bles3 sing2
PRECALCULABLE	phrii0 khxxl0 khiw0 lee0 bql2
PRECALCULATE	phrii0 khxxl0 khiw0 leet1
PRECALCULATED	phrii0 khxxl0 khiw0 leet3 thet1
PRECALCULATES	phrii0 khxxl0 khiw0 leet3 thes1
PRECALCULATING	phrii0 khxxl0 khiw0 leet3 ting2
PRECALCULATION	phrii0 khxxl0 khiw0 lee0 chan2
PRECALCULATIONS	phrii0 khxxl0 khiw0 lee0 chan2
PRECALCULUS	phrii0 khxxl0 khiw0 las3
PRECALL	phrii0 kh@l2
PRECAMBRIAN	phrii0 khxxm0 briian0
PRECAMP	phrii0 khxxm3
PRECAMPAIGN	phrii0 khxxm0 pheen0
PRECANCEL	phrii0 khxxn0 sql2
PRECANCELED	phrii0 khxxn0 sql2 lit1
PRECANCELING	phrii0 khxxn0 sql2 ling2
PRECANCELLATION	phrii0 khxxn0 sql2 lee0 chan2
PRECANCELLED	phrii0 khxxn0 sql2 lit1
PRECANCELLING	phrii0 khxxn0 sql2 ling2
PRECANCELS	phrii0 khxxn0 sql2
PRECANCER	phrii0 khxxn0 sqq2
PRECANCEROUS	phrii0 khxxn0 sqq0 ras3
PRECANDIDATURE	phrii0 khxxn0 di1 deet3 chqq2
PRECANNING	phrii0 khxxn0 ning2
PRECANT	phrii0 khxxn3
PRECANTATION	phrii0 khxxn0 thee0 chan2
PRECANVASS	phrii0 khxxn0 waas3
PRECARIA	phrii0 khxx0 riia0
PRECARIAL	phrii0 khxx0 riial2
PRECARIOUS	phrii0 khxx0 riias2
PRECARIOUSLY	phrii0 khxx0 riias2 lii2
PRECARIOUSNESS	phrii0 khxx0 riias3 nees1
PRECARIUM	phrii0 khxx0 riiam2
PRECARIUS	phrii0 khxx0 riias2
PRECAST	phrii0 khaas3
PRECATIVE	phrii0 khee0 thiif1
PRECATIVELY	phrii0 khee0 thiif3 lii2
PRECATORY	phrii0 khxt3 tha1 rii2
PRECAUTION	phrii0 kh@@0 chan2
PRECAUTIONAL	phrii0 kh@@0 chan2 n@l2
PRECAUTIONARY	phrii0 kh@@0 chan2 nqq0 rii2
PRECAUTIONED	phrii0 kh@@0 chan2 nit1
PRECAUTIONING	phrii0 kh@@0 chan2 ning2
PRECAUTIONS	phrii0 kh@@0 chan2
PRECAUTIOUS	phrii0 kh@@0 chiias2
PRECAUTIOUSLY	phrii0 kh@@0 chiias2 lii2
PRECAUTIOUSNESS	phrii0 kh@@0 chiias3 nees1
PRECEDE	phrii0 siit3
PRECEDED	phrii0 siit3 det1
PRECEDENCE	phres3 si1 den3
PRECEDENCES	phres3 si1 den3 ses1
PRECEDENCY	phres3 si1 den0 sii2
PRECEDENT	phres3 si1 den3
PRECEDENTABLE	phres3 si1 den3 thee0 bql2
PRECEDENTED	phres3 si1 den3 thet1
PRECEDENTIAL	phres3 si1 den3 chiial2
PRECEDENTLESS	phres3 si1 den3 les1
PRECEDENTLY	phres3 si1 den3 lii2
PRECEDENTS	phres3 si1 den3
PRECEDER	phres3 si1 dqq2
PRECEDES	phrii0 siit3 des1
PRECEDING	phrii0 siit3 ding2
PRECEDINGS	phrii0 siit3 ding2
PRECEIVE	phrii0 siif3
PRECEIVED	phrii0 siif3 wit1
PRECENSOR	phrii0 sen0 sqq2
PRECENSORED	phrii0 sen0 sqt1
PRECENSURE	phrii0 sen0 chqq2
PRECENSUS	phrii0 sen0 sas3
PRECENTAGE	phrii0 sen0 theec1
PRECENTED	phrii0 sen0 thet1
PRECENTING	phrii0 sen0 ting2
PRECENTOR	phrii0 sen0 tqq2
PRECENTORIAL	phrii0 sen0 tha1 riial2
PRECENTORS	phrii0 sen0 tqq2
PRECENTRAL	phrii0 sen0 thral2
PRECENTRIX	phrii0 sen0 thrik1
PRECENTRUM	phrii0 sen0 thram2
PRECEPT	phrii0 sep3
PRECEPTA	phrii0 sep3 taa2
PRECEPTED	phrii0 sep3 thet1
PRECEPTING	phrii0 sep3 ting2
PRECEPTION	phrii0 sep3 chan2
PRECEPTIONS	phrii0 sep3 chan2
PRECEPTIST	phrii0 sep3 this3
PRECEPTIVE	phrii0 sep3 thiif1
PRECEPTIVELY	phrii0 sep3 thiif1 lii2
PRECEPTOR	phrii0 sep3 thqq2
PRECEPTORAL	phrii0 sep3 tha1 rql2
PRECEPTORATE	phrii0 sep3 tha1 reet1
PRECEPTORS	phrii0 sep3 thqq2
PRECEPTORY	phrii0 sep3 tha1 rii2
PRECEPTS	phrii0 sep3
PRECEPTUAL	phrii0 sep3 chuual2
PRECEPTUALLY	phrii0 sep3 chuual2 lii2
PRECESS	phrii0 ses3
PRECESSED	phrii0 ses3 sit1
PRECESSES	phrii0 ses3 ses1
PRECESSING	phrii0 ses3 sing2
PRECESSION	phrii0 ses3 chan2
PRECESSIONAL	phrii0 ses3 chan2 n@l2
PRECESSIONS	phrii0 ses3 chan2
PRECESSOR	phrii0 ses3 sqq2
PRECESSORS	phrii0 ses3 sqq2
PRECIATE	phrii0 chi1 eet1
PRECIATION	phrii0 chi1 ee0 chan2
PRECINCT	phrii0 sing3
PRECINCTED	phrii0 sing3 thet1
PRECINCTION	phrii0 sing3 chan2
PRECINCTIVE	phrii0 sing3 thiif1
PRECINCTS	phrii0 sing3
PRECIOSITIES	phrech3 si1 @@s3 si1 tii2
PRECIOSITY	phrech3 si1 @@s3 si1 tii2
PRECIOUS	phrech3 chqq2
PRECIOUSLY	phrech3 chqqs2 lii2
PRECIOUSNESS	phrech3 chqqs2 nees1
PRECIPATED	phres3 si1 pheet3 thet1
PRECIPICE	phres3 si1 phis3
PRECIPICED	phres3 si1 phis3
PRECIPICES	phres3 si1 phis3 ses1
PRECIPIT	phres3 si1 phit3
PRECIPITABILITY	phres3 si1 phi1 tha1 bi1 li1 tii2
PRECIPITABLE	phres3 si1 phi1 tha1 bql2
PRECIPITANCE	phres3 si1 phi1 thxxn3
PRECIPITANCY	phres3 si1 phi1 thxxn0 sii2
PRECIPITANT	phres3 si1 phi1 thxxn3
PRECIPITANTLY	phres3 si1 phi1 thxxn3 lii2
PRECIPITANTS	phres3 si1 phi1 thxxn3
PRECIPITATE	phres3 si1 phi1 theet1
PRECIPITATED	phres3 si1 phi1 theet3 thet1
PRECIPITATEDLY	phres3 si1 phi1 theet3 thit3 lii2
PRECIPITATELY	phres3 si1 phi1 theet3 lii2
PRECIPITATENESS	phres3 si1 phi1 theet3 nees1
PRECIPITATES	phres3 si1 phi1 theet3 thes1
PRECIPITATING	phres3 si1 phi1 theet3 ting2
PRECIPITATION	phres3 si1 phi1 thee0 chan2
PRECIPITATIONS	phres3 si1 phi1 thee0 chan2
PRECIPITATOR	phres3 si1 phi1 theet3 thqq2
PRECIPITATORS	phres3 si1 phi1 theet3 thqq2
PRECIPITOUS	phres3 si1 phi1 tqq2
PRECIPITOUSLY	phres3 si1 phi1 thqs2 lii2
PRECIPITOUSNESS	phres3 si1 phi1 thqs2 nees1
PRECIS	phree0 sii2
PRECISE	phrii0 saj3
PRECISED	phrii0 saj3 sit1
PRECISELY	phrii0 saj3 lii2
PRECISENESS	phrii0 saj3 sen0 nees1
PRECISER	phrii0 saj3 sqq2
PRECISES	phrii0 saj3 ses1
PRECISEST	phrii0 saj3 ses3
PRECISIAN	phres3 si1 chan2
PRECISIANS	phres3 si1 chan2
PRECISING	phrii0 saj3 sing2
PRECISION	phrii0 sis3 chan2
PRECISIONING	phrii0 sis3 chan2 ning2
PRECISIONISM	phrii0 sis3 chan2 nis3 svm2
PRECISIONS	phrii0 sis3 chan2
PRECLAIM	phrii0 khleem0
PRECLAIMANT	phrii0 khleem0 mxxn3
PRECLAIMER	phrii0 khleem0 mqq2
PRECLAIMS	phrii0 khleem0
PRECLIMAX	phrii0 khlaaj0 mxk3
PRECLINE	phrii0 khlaaj0
PRECLUDE	phrii0 khluut3
PRECLUDED	phrii0 khluut3 det1
PRECLUDES	phrii0 khluut3 des1
PRECLUDING	phrii0 khluut3 ding2
PRECLUSION	phrii0 khluu0 chan2
PRECLUSIONS	phrii0 khluu0 chan2
PRECLUSIVE	phrii0 khluu0 siif1
PRECLUSIVELY	phrii0 khluu0 siif3 lii2
PRECOCIOUS	phrii0 khoo0 chqq2
PRECOCIOUSLY	phrii0 khoo0 chqs2 lii2
PRECOCIOUSNESS	phrii0 khoo0 chqs2 nees1
PRECOCITY	phrii0 kh@s3 si3 tii2
PRECOGNITA	phrii0 kh@k3 ni1 taa2
PRECOGNITION	phrii0 kh@k3 ni1 chan2
PRECOGNITIONS	phrii0 kh@k3 ni1 chan2
PRECOGNITIVE	phrii0 kh@k3 ni1 thiif1
PRECOGNIZANT	phrii0 kh@k3 nis1 sen3
PRECOIL	phrii0 kh@@j0
PRECOILER	phrii0 kh@@j0 lqq2
PRECONCEAL	phrii0 kh@n0 siil0
PRECONCEALED	phrii0 kh@n0 siil0 lit1
PRECONCEALING	phrii0 kh@n0 siil0 ling2
PRECONCEALMENT	phrii0 kh@n0 siil0 men3
PRECONCEALS	phrii0 kh@n0 siil0
PRECONCEDE	phrii0 kh@n0 siit3
PRECONCEIVABLE	phrii0 kh@n0 siif3 wee0 bql2
PRECONCEIVE	phrii0 kh@n0 siif3
PRECONCEIVED	phrii0 kh@n0 siif3 wit1
PRECONCEIVES	phrii0 kh@n0 siif3
PRECONCEIVING	phrii0 kh@n0 siif3 wing2
PRECONCEPT	phrii0 kh@n0 sep1
PRECONCEPTION	phrii0 kh@n0 sep3 chan2
PRECONCEPTIONAL	phrii0 kh@n0 sep3 chan2 n@l2
PRECONCEPTIONS	phrii0 kh@n0 sep3 chan2
PRECONCEPTS	phrii0 kh@n0 sep3
PRECONCEPTUAL	phrii0 kh@n0 sep3 chuual2
PRECONCERN	phrii0 kh@n0 sqqn0
PRECONCERNMENT	phrii0 kh@n0 sqqn0 men3
PRECONCERT	phrii0 kh@n0 sqqt1
PRECONCERTED	phrii0 kh@n0 sqqt3 thet1
PRECONCERTEDLY	phrii0 kh@n0 sqqt3 thit3 lii2
PRECONCERTEDNESS	phrii0 kh@n0 sqqt3 thit3 nees1
PRECONCERTION	phrii0 kh@n0 sqqt3 chan2
PRECONCERTIVE	phrii0 kh@n0 sqqt3 thiif1
PRECONCESSION	phrii0 kh@n0 ses3 chan2
PRECONCESSIONS	phrii0 kh@n0 ses3 chan2
PRECONCESSIVE	phrii0 kh@n0 ses3 siif1
PRECONCLUDE	phrii0 kh@n0 khluut3
PRECONCLUSION	phrii0 kh@n0 khluu0 chan2
PRECONCUR	phrii0 kh@n0 khqq2
PRECONCURRENCE	phrii0 kh@n0 khqq0 ren3
PRECONCURRENT	phrii0 kh@n0 khqq0 ren3
PRECONCURRENTLY	phrii0 kh@n0 khqq0 ren3 lii2
PRECONDEMN	phrii0 kh@n0 deem2
PRECONDEMNATION	phrii0 kh@n0 deem0 nee0 chan2
PRECONDEMNED	phrii0 kh@n0 deem0 nit1
PRECONDEMNING	phrii0 kh@n0 deem0 ming2
PRECONDEMNS	phrii0 kh@n0 deem0
PRECONDENSATION	phrii0 kh@n0 den0 see0 chan2
PRECONDENSE	phrii0 kh@n0 den3
PRECONDITION	phrii0 kh@n0 di1 chan2
PRECONDITIONED	phrii0 kh@n0 di1 chan2 nit1
PRECONDITIONING	phrii0 kh@n0 di1 chan2 ning2
PRECONDITIONINGS	phrii0 kh@n0 di1 chan2 ning2
PRECONDITIONS	phrii0 kh@n0 di1 chan2
PRECONDUCT	phrii0 kh@n0 dak1
PRECONDUCTION	phrii0 kh@n0 dak3 chan2
PRECONDUCTOR	phrii0 kh@n0 dak3 thqq2
PRECONFER	phrii0 kh@n0 fqq2
PRECONFESS	phrii0 kh@n0 fes3
PRECONFESSION	phrii0 kh@n0 fes3 chan2
PRECONFIDE	phrii0 kh@n0 faaj3
PRECONFIGURATION	phrii0 kh@n0 fik3 kuu0 ree0 chan2
PRECONFIGURE	phrii0 kh@n0 fik3 kqq2
PRECONFIGURED	phrii0 kh@n0 fik3 kqt1
PRECONFINE	phrii0 kh@n0 faaj0
PRECONFIRM	phrii0 kh@n0 fqqm0
PRECONFLICT	phrii0 kh@n0 flik1
PRECONFORM	phrii0 kh@n0 f@@m0
PRECONFORMITY	phrii0 kh@n0 f@@m0 mi1 tii2
PRECONFOUND	phrii0 kh@n0 faaw0
PRECONFUSE	phrii0 kh@n0 fiw3
PRECONFUSEDLY	phrii0 kh@n0 fiw3 sit1 lii2
PRECONFUSION	phrii0 kh@n0 fiw3 chan2
PRECONGENIAL	phrii0 kh@n0 cii0 niial2
PRECONGESTED	phrii0 kh@n0 ces3 thet1
PRECONGESTION	phrii0 kh@n0 ces3 chan2
PRECONGESTIVE	phrii0 kh@n0 ces3 thiif1
PRECONGRATULATE	phrii0 kh@n0 krxt3 thuu0 leet1
PRECONGRATULATION	phrii0 kh@n0 krxt3 thuu0 lee0 chan2
PRECONGRESSIONAL	phrii0 kh@n0 krees3 chan2 n@l2
PRECONJECTURE	phrii0 kh@n0 cek3 chqq2
PRECONNECTION	phrii0 kh@n0 nek3 chan2
PRECONNECTIVE	phrii0 kh@n0 nek3 thiif1
PRECONNUBIAL	phrii0 kh@n0 nuu0 biial2
PRECONQUER	phrii0 kh@ng0 khqq2
PRECONQUEST	phrii0 kh@ng0 khwes3
PRECONSCIOUS	phrii0 kh@n0 chiias2
PRECONSCIOUSNESS	phrii0 kh@n0 chiias3 nees1
PRECONSECRATE	phrii0 kh@n0 si3 khreet1
PRECONSECRATION	phrii0 kh@n0 si3 khree0 chan2
PRECONSENT	phrii0 kh@n0 sen3
PRECONSIDER	phrii0 kh@n0 si1 dqq2
PRECONSIDERATION	phrii0 kh@n0 si3 dqq0 ree0 chan2
PRECONSIDERATIONS	phrii0 kh@n0 si3 dqq0 ree0 chan2
PRECONSIDERED	phrii0 kh@n0 si3 dqq0 rit1
PRECONSIGN	phrii0 kh@n0 saaj0
PRECONSOLE	phrii0 kh@n0 sool0
PRECONSOLIDATED	phrii0 kh@n0 sool0 li1 deet3 thet1
PRECONSOLIDATION	phrii0 kh@n0 sool0 li1 dee0 chan2
PRECONSPIRACY	phrii0 kh@n0 sa1 phaaj0 ree0 sii2
PRECONSPIRATOR	phrii0 kh@n0 sa1 phaaj0 ree0 thqq2
PRECONSPIRE	phrii0 kh@n0 sa1 phaaj0 qq2
PRECONSTITUENT	phrii0 kh@n0 sa1 thi1 thuu0 xxn3
PRECONSTITUTE	phrii0 kh@n0 sa1 thi1 thiw3
PRECONSTITUTED	phrii0 kh@n0 sa1 thi1 thiw3 thet1
PRECONSTRUCT	phrii0 kh@n0 sa1 thrak3
PRECONSTRUCTED	phrii0 kh@n0 sa1 thrak3 thet1
PRECONSTRUCTING	phrii0 kh@n0 sa1 thrak3 ting2
PRECONSTRUCTION	phrii0 kh@n0 sa1 thrak3 chan2
PRECONSTRUCTS	phrii0 kh@n0 sa1 thrak3
PRECONSULT	phrii0 kh@n0 sal3
PRECONSULTATION	phrii0 kh@n0 sal3 thee0 chan2
PRECONSULTATIONS	phrii0 kh@n0 sal3 thee0 chan2
PRECONSUME	phrii0 kh@n0 suum0
PRECONSUMER	phrii0 kh@n0 suum0 mqq2
PRECONSUMPTION	phrii0 kh@n0 sam0 chan2
PRECONTAIN	phrii0 kh@n0 theen0
PRECONTAINED	phrii0 kh@n0 theen0 nit1
